Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO15136,"Sunday, February 16, 2020",Wholesale,USD,26,129,45,3,399.07,285.05,114.02
SO15137,"Monday, April 13, 2020",Wholesale,USD,9,53,26,10,283.82,202.73,81.09
SO15138,"Sunday, February 23, 2020",Online,USD,11,67,23,1,207.90,148.50,59.40
SO15139,"Thursday, January 16, 2020",Distributor,USD,1,3,33,8,291.55,208.25,83.30
SO15140,"Saturday, May 30, 2020",In-Store,USD,1,54,20,9,191.13,136.52,54.61
SO15141,"Thursday, April 2, 2020",In-Store,USD,3,205,41,9,385.22,275.16,110.06
SO15142,"Sunday, May 10, 2020",Online,USD,16,287,32,6,594.17,424.41,169.76
SO15143,"Sunday, May 31, 2020",Wholesale,USD,26,336,47,4,192.60,137.57,55.03
SO15144,"Thursday, February 27, 2020",Wholesale,USD,21,203,8,2,439.68,314.06,125.62
SO15145,"Wednesday, March 18, 2020",Distributor,USD,7,84,43,7,410.76,293.40,117.36
SO15146,"Thursday, January 30, 2020",Wholesale,USD,2,140,43,5,333.24,238.03,95.21
SO15147,"Monday, January 20, 2020",In-Store,USD,10,209,19,5,150.63,107.59,43.04
SO15148,"Tuesday, May 5, 2020",Distributor,USD,13,183,43,8,159.14,113.67,45.47
SO15149,"Friday, May 15, 2020",In-Store,USD,22,336,5,3,592.98,423.56,169.42
SO15150,"Saturday, January 25, 2020",In-Store,USD,19,360,14,10,387.02,276.44,110.58
SO15151,"Saturday, January 25, 2020",Distributor,USD,16,6,30,6,317.22,226.59,90.63
SO15152,"Tuesday, January 28, 2020",In-Store,USD,22,244,12,2,303.84,217.03,86.81
SO15153,"Saturday, April 25, 2020",Distributor,USD,4,57,10,7,354.72,253.37,101.35
SO15154,"Monday, January 6, 2020",Distributor,USD,26,115,38,3,639.58,456.84,182.74
SO15155,"Tuesday, February 18, 2020",Wholesale,USD,5,47,42,1,570.46,407.47,162.99
SO15156,"Tuesday, March 24, 2020",Wholesale,USD,25,88,20,6,644.59,460.42,184.17
SO15157,"Friday, February 21, 2020",In-Store,USD,9,341,5,8,164.34,117.39,46.95
SO15158,"Thursday, March 12, 2020",In-Store,USD,25,265,5,4,343.37,245.27,98.11
SO15159,"Friday, April 24, 2020",Online,USD,6,345,7,10,178.32,127.37,50.95
SO15160,"Wednesday, February 19, 2020",In-Store,USD,13,347,14,1,277.51,198.22,79.29
SO15161,"Saturday, January 4, 2020",Distributor,USD,6,238,34,9,510.29,364.49,145.80
SO15162,"Tuesday, March 31, 2020",Wholesale,USD,5,113,38,5,193.66,138.33,55.33
SO15163,"Monday, January 13, 2020",In-Store,USD,23,79,36,2,593.33,423.81,169.52
SO15164,"Monday, March 9, 2020",Wholesale,USD,15,108,33,8,262.12,187.23,74.89
SO15165,"Friday, March 27, 2020",Wholesale,USD,20,123,9,3,499.81,357.01,142.80
SO15166,"Wednesday, March 11, 2020",Online,USD,9,113,34,9,520.24,371.60,148.64
SO15167,"Friday, February 7, 2020",Wholesale,USD,9,104,11,4,356.41,254.58,101.83
SO15168,"Tuesday, May 19, 2020",Online,USD,17,40,39,4,372.67,266.19,106.48
SO15169,"Tuesday, March 24, 2020",Online,USD,8,29,18,6,591.01,422.15,168.86
SO15170,"Wednesday, April 8, 2020",Wholesale,USD,19,279,30,1,606.37,433.12,173.25
SO15171,"Saturday, March 28, 2020",Wholesale,USD,20,43,17,2,647.09,462.21,184.88
SO15172,"Monday, March 23, 2020",Distributor,USD,3,105,7,7,483.69,345.49,138.20
SO15173,"Saturday, January 11, 2020",Online,USD,7,276,25,5,440.09,314.35,125.74
SO15174,"Thursday, January 23, 2020",In-Store,USD,5,135,4,6,638.01,455.72,182.29
SO15175,"Sunday, January 19, 2020",In-Store,USD,15,242,25,4,437.82,312.73,125.09
SO15176,"Saturday, May 30, 2020",Distributor,USD,6,300,14,2,577.83,412.74,165.09
SO15177,"Saturday, April 18, 2020",Wholesale,USD,7,349,12,6,380.87,272.05,108.82
SO15178,"Monday, March 23, 2020",Wholesale,USD,7,242,27,8,271.23,193.73,77.49
SO15179,"Thursday, February 6, 2020",Distributor,USD,7,145,15,7,290.68,207.63,83.05
SO15180,"Friday, January 3, 2020",Online,USD,16,17,20,8,377.97,269.98,107.99
SO15181,"Tuesday, April 21, 2020",Wholesale,USD,5,73,33,6,524.58,374.70,149.88
SO15182,"Sunday, February 23, 2020",Online,USD,16,132,44,6,330.95,236.39,94.56
SO15183,"Saturday, February 29, 2020",Online,USD,25,71,12,3,267.21,190.86,76.34
SO15184,"Sunday, January 5, 2020",Online,USD,13,69,31,5,607.51,433.94,173.57
SO15185,"Sunday, March 22, 2020",Online,USD,19,150,3,1,485.83,347.02,138.81
SO15186,"Saturday, April 18, 2020",Distributor,USD,15,21,47,2,626.89,447.78,179.11
SO15187,"Monday, February 10, 2020",Online,USD,18,136,1,3,468.60,334.71,133.89
SO15188,"Thursday, April 30, 2020",In-Store,USD,20,38,42,2,367.95,262.82,105.13
SO15189,"Saturday, February 22, 2020",Wholesale,USD,25,212,9,7,235.90,168.50,67.40
SO15190,"Thursday, February 6, 2020",In-Store,USD,3,25,20,5,399.75,285.53,114.21
SO15191,"Saturday, January 11, 2020",Online,USD,15,11,29,5,198.06,141.47,56.59
SO15192,"Sunday, March 15, 2020",In-Store,USD,19,108,37,8,152.74,109.10,43.64
SO15193,"Wednesday, January 29, 2020",Distributor,USD,11,273,30,5,580.27,414.48,165.79
SO15194,"Monday, January 27, 2020",Online,USD,25,218,41,6,395.67,282.62,113.05
SO15195,"Monday, January 20, 2020",Wholesale,USD,14,232,4,6,254.45,181.75,72.70
SO15196,"Wednesday, May 27, 2020",Distributor,USD,14,71,4,2,477.34,340.96,136.38
SO15197,"Sunday, January 12, 2020",Wholesale,USD,7,68,39,1,254.36,181.68,72.67
SO15198,"Friday, May 1, 2020",In-Store,USD,26,40,20,3,556.95,397.82,159.13
SO15199,"Tuesday, April 14, 2020",Distributor,USD,1,303,14,6,341.20,243.71,97.49
SO15200,"Monday, February 10, 2020",In-Store,USD,16,242,1,2,634.57,453.26,181.31
SO15201,"Wednesday, March 11, 2020",Wholesale,USD,18,324,23,9,158.55,113.25,45.30
SO15202,"Saturday, January 4, 2020",Distributor,USD,23,363,10,3,343.00,245.00,98.00
SO15203,"Tuesday, January 7, 2020",Distributor,USD,3,195,46,1,608.40,434.57,173.83
SO15204,"Monday, February 24, 2020",Online,USD,13,277,11,10,581.15,415.11,166.04
SO15205,"Thursday, May 28, 2020",In-Store,USD,19,76,17,1,203.47,145.34,58.14
SO15206,"Friday, February 21, 2020",Distributor,USD,24,154,11,6,178.52,127.51,51.00
SO15207,"Friday, May 1, 2020",Wholesale,USD,24,95,4,5,314.27,224.48,89.79
SO15208,"Saturday, February 1, 2020",Online,USD,21,278,31,10,444.56,317.55,127.02
SO15209,"Tuesday, February 18, 2020",Online,USD,2,328,11,5,288.48,206.06,82.42
SO15210,"Tuesday, May 19, 2020",Wholesale,USD,6,194,29,3,521.97,372.84,149.13
SO15211,"Wednesday, March 18, 2020",Distributor,USD,26,254,17,7,619.70,442.64,177.06
SO15212,"Saturday, May 30, 2020",Wholesale,USD,13,158,39,7,155.13,110.80,44.32
SO15213,"Wednesday, March 18, 2020",Distributor,USD,10,81,45,5,403.46,288.19,115.27
SO15214,"Friday, January 3, 2020",Wholesale,USD,7,284,42,9,558.29,398.78,159.51
SO15215,"Wednesday, March 11, 2020",Wholesale,USD,9,190,9,5,494.24,353.03,141.21
SO15216,"Sunday, April 5, 2020",Distributor,USD,12,192,20,7,205.30,146.64,58.66
SO15217,"Wednesday, February 19, 2020",Wholesale,USD,18,178,7,1,354.82,253.44,101.38
SO15218,"Friday, April 3, 2020",Online,USD,4,216,36,5,523.81,374.15,149.66
SO15219,"Wednesday, April 29, 2020",Wholesale,USD,11,182,32,6,262.16,187.26,74.90
SO15220,"Friday, March 27, 2020",Wholesale,USD,3,206,47,4,530.30,378.79,151.51
SO15221,"Thursday, January 2, 2020",Online,USD,4,254,30,9,618.75,441.96,176.79
SO15222,"Saturday, February 15, 2020",Online,USD,22,99,40,9,649.50,463.93,185.57
SO15223,"Sunday, April 26, 2020",Distributor,USD,13,295,43,10,263.91,188.51,75.40
SO15224,"Tuesday, April 28, 2020",Wholesale,USD,16,307,1,7,515.88,368.49,147.40
SO15225,"Sunday, February 2, 2020",In-Store,USD,22,187,30,6,313.77,224.12,89.65
SO15226,"Friday, March 6, 2020",In-Store,USD,6,43,45,5,229.38,163.84,65.54
SO15227,"Monday, March 2, 2020",Wholesale,USD,2,219,30,9,644.70,460.50,184.20
SO15228,"Saturday, January 4, 2020",Distributor,USD,1,255,5,3,634.46,453.19,181.28
SO15229,"Saturday, February 1, 2020",Online,USD,7,176,38,2,308.46,220.33,88.13
SO15230,"Sunday, March 15, 2020",In-Store,USD,9,305,16,1,321.27,229.48,91.79
SO15231,"Saturday, February 15, 2020",Distributor,USD,26,310,1,7,266.42,190.30,76.12
SO15232,"Wednesday, February 26, 2020",In-Store,USD,22,13,28,10,198.42,141.73,56.69
SO15233,"Saturday, February 22, 2020",Distributor,USD,12,168,36,8,442.50,316.07,126.43
SO15234,"Sunday, April 26, 2020",In-Store,USD,5,53,23,10,560.69,400.49,160.20
SO15235,"Thursday, April 9, 2020",Wholesale,USD,8,150,34,9,253.78,181.27,72.51
SO15236,"Thursday, May 28, 2020",Wholesale,USD,18,31,10,2,248.68,177.63,71.05
SO15237,"Wednesday, April 22, 2020",Wholesale,USD,25,122,37,2,379.92,271.37,108.55
SO15238,"Sunday, February 2, 2020",Online,USD,16,263,43,5,609.11,435.08,174.03
SO15239,"Sunday, April 12, 2020",Distributor,USD,15,137,14,5,150.71,107.65,43.06
SO15240,"Sunday, January 12, 2020",Distributor,USD,14,150,11,6,556.54,397.53,159.01
SO15241,"Wednesday, February 5, 2020",Online,USD,16,353,34,3,587.62,419.73,167.89
SO15242,"Thursday, April 2, 2020",Online,USD,8,100,14,2,224.38,160.27,64.11
SO15243,"Wednesday, January 15, 2020",Online,USD,17,226,32,5,213.98,152.84,61.14
SO15244,"Sunday, February 9, 2020",Distributor,USD,20,67,29,1,257.76,184.11,73.64
SO15245,"Thursday, April 2, 2020",Wholesale,USD,21,142,13,4,433.16,309.40,123.76
SO15246,"Friday, May 22, 2020",Online,USD,12,1,45,6,458.44,327.45,130.98
SO15247,"Saturday, January 4, 2020",Distributor,USD,9,236,4,9,325.09,232.20,92.88
SO15248,"Wednesday, January 1, 2020",In-Store,USD,19,257,25,8,615.88,439.91,175.96
SO15249,"Saturday, January 4, 2020",In-Store,USD,26,106,17,6,415.72,296.94,118.78
SO15250,"Saturday, January 4, 2020",Online,USD,26,70,18,4,471.25,336.60,134.64
SO15251,"Monday, January 6, 2020",Online,USD,15,244,2,3,530.42,378.87,151.55
SO15252,"Monday, March 2, 2020",Distributor,USD,15,53,12,9,395.79,282.71,113.08
SO15253,"Monday, April 20, 2020",In-Store,USD,7,249,41,8,514.42,367.44,146.98
SO15254,"Saturday, March 7, 2020",Online,USD,25,39,10,6,482.03,344.31,137.72
SO15255,"Sunday, March 15, 2020",Distributor,USD,15,339,34,1,203.65,145.46,58.19
SO15256,"Tuesday, February 4, 2020",In-Store,USD,6,221,46,9,380.60,271.86,108.74
SO15257,"Wednesday, January 1, 2020",In-Store,USD,12,314,29,2,164.81,117.72,47.09
SO15258,"Sunday, April 5, 2020",Distributor,USD,5,57,15,5,336.71,240.51,96.20
SO15259,"Monday, January 13, 2020",Wholesale,USD,18,99,25,2,339.33,242.38,96.95
SO15260,"Thursday, January 23, 2020",Wholesale,USD,17,121,14,6,498.64,356.17,142.47
SO15261,"Friday, February 28, 2020",In-Store,USD,6,228,25,9,364.63,260.45,104.18
SO15262,"Wednesday, February 19, 2020",Wholesale,USD,2,96,11,3,204.60,146.14,58.46
SO15263,"Monday, April 20, 2020",In-Store,USD,25,365,1,2,460.85,329.18,131.67
SO15264,"Tuesday, February 11, 2020",Online,USD,10,98,25,7,582.88,416.34,166.54
SO15265,"Wednesday, January 15, 2020",In-Store,USD,14,262,6,2,393.87,281.33,112.53
SO15266,"Saturday, January 25, 2020",Online,USD,24,187,36,5,398.35,284.53,113.81
SO15267,"Saturday, March 28, 2020",Wholesale,USD,11,333,35,6,162.50,116.07,46.43
SO15268,"Wednesday, May 20, 2020",Wholesale,USD,7,296,30,8,253.42,181.02,72.41
SO15269,"Sunday, April 26, 2020",Wholesale,USD,10,194,8,2,170.95,122.10,48.84
SO15270,"Wednesday, March 25, 2020",Online,USD,1,14,42,9,317.19,226.57,90.63
SO15271,"Tuesday, March 3, 2020",In-Store,USD,7,242,40,10,275.94,197.10,78.84
SO15272,"Friday, April 3, 2020",Distributor,USD,13,293,5,10,428.40,306.00,122.40
SO15273,"Wednesday, February 26, 2020",Online,USD,20,22,31,10,229.32,163.80,65.52
SO15274,"Saturday, May 16, 2020",Wholesale,USD,20,64,44,8,521.36,372.40,148.96
SO15275,"Thursday, January 23, 2020",Wholesale,USD,12,119,22,5,153.80,109.86,43.94
SO15276,"Wednesday, February 26, 2020",Online,USD,23,306,16,4,451.02,322.16,128.86
SO15277,"Monday, March 9, 2020",Wholesale,USD,23,39,2,6,316.20,225.86,90.34
SO15278,"Friday, May 15, 2020",Online,USD,24,304,42,4,422.80,302.00,120.80
SO15279,"Tuesday, April 21, 2020",Online,USD,18,84,28,10,589.54,421.10,168.44
SO15280,"Wednesday, January 29, 2020",Wholesale,USD,8,274,3,8,351.88,251.35,100.54
SO15281,"Monday, March 23, 2020",Online,USD,14,266,28,6,621.56,443.97,177.59
SO15282,"Sunday, February 2, 2020",Distributor,USD,12,52,7,2,610.11,435.79,174.32
SO15283,"Monday, January 27, 2020",In-Store,USD,6,11,12,6,349.67,249.77,99.91
SO15284,"Thursday, May 7, 2020",In-Store,USD,16,141,9,1,230.59,164.70,65.88
SO15285,"Monday, May 18, 2020",Online,USD,21,345,13,7,627.44,448.17,179.27
SO15286,"Thursday, March 5, 2020",Wholesale,USD,5,132,13,2,288.76,206.26,82.50
SO15287,"Saturday, May 16, 2020",In-Store,USD,14,14,31,6,346.07,247.19,98.88
SO15288,"Tuesday, May 12, 2020",In-Store,USD,14,229,35,4,263.54,188.24,75.30
SO15289,"Wednesday, March 11, 2020",In-Store,USD,4,252,23,10,587.42,419.59,167.84
SO15290,"Saturday, January 11, 2020",Wholesale,USD,5,363,13,9,357.57,255.41,102.16
SO15291,"Sunday, February 16, 2020",Distributor,USD,13,294,45,6,418.65,299.04,119.61
SO15292,"Wednesday, May 13, 2020",Distributor,USD,23,232,8,6,336.03,240.02,96.01
SO15293,"Sunday, May 31, 2020",Distributor,USD,14,6,20,7,626.42,447.44,178.98
SO15294,"Tuesday, January 14, 2020",In-Store,USD,1,66,43,5,598.34,427.39,170.95
SO15295,"Sunday, April 5, 2020",In-Store,USD,15,342,45,8,251.27,179.48,71.79
SO15296,"Wednesday, January 1, 2020",In-Store,USD,8,143,42,3,300.60,214.71,85.89
SO15297,"Friday, April 3, 2020",Wholesale,USD,20,205,23,10,466.69,333.35,133.34
SO15298,"Friday, March 13, 2020",Wholesale,USD,10,135,15,10,497.88,355.63,142.25
SO15299,"Tuesday, May 26, 2020",Online,USD,18,66,9,4,412.85,294.89,117.96
SO15300,"Monday, April 20, 2020",Online,USD,19,165,46,4,360.55,257.54,103.01
SO15301,"Tuesday, March 10, 2020",Distributor,USD,10,76,45,5,281.10,200.78,80.31
SO15302,"Wednesday, January 22, 2020",Online,USD,26,62,46,7,195.17,139.41,55.76
SO15303,"Thursday, April 9, 2020",Wholesale,USD,16,283,18,6,517.74,369.82,147.93
SO15304,"Tuesday, May 12, 2020",In-Store,USD,18,352,12,1,576.83,412.02,164.81
SO15305,"Monday, April 6, 2020",In-Store,USD,13,35,45,4,168.61,120.44,48.18
SO15306,"Thursday, January 9, 2020",Online,USD,23,187,37,5,551.82,394.16,157.66
SO15307,"Wednesday, May 6, 2020",In-Store,USD,14,357,39,8,517.44,369.60,147.84
SO15308,"Saturday, May 9, 2020",Online,USD,10,336,24,2,500.08,357.20,142.88
SO15309,"Saturday, March 7, 2020",In-Store,USD,1,286,31,6,256.12,182.94,73.18
SO15310,"Thursday, April 9, 2020",In-Store,USD,14,12,23,2,341.78,244.13,97.65
SO15311,"Thursday, February 6, 2020",Distributor,USD,25,342,18,5,614.39,438.85,175.54
SO15312,"Sunday, February 2, 2020",Wholesale,USD,8,256,1,8,430.98,307.85,123.14
SO15313,"Thursday, April 30, 2020",In-Store,USD,5,257,38,9,424.38,303.13,121.25
SO15314,"Saturday, March 14, 2020",In-Store,USD,19,266,14,3,580.29,414.49,165.80
SO15315,"Saturday, February 22, 2020",Online,USD,16,275,22,5,299.18,213.70,85.48
SO15316,"Sunday, March 1, 2020",Online,USD,22,299,16,5,300.83,214.88,85.95
SO15317,"Tuesday, May 26, 2020",Distributor,USD,3,325,13,2,159.35,113.82,45.53
SO15318,"Wednesday, January 8, 2020",Distributor,USD,9,298,38,6,461.09,329.35,131.74
SO15319,"Wednesday, April 8, 2020",Wholesale,USD,25,297,20,10,518.94,370.67,148.27
SO15320,"Wednesday, April 22, 2020",Wholesale,USD,16,342,15,3,180.36,128.83,51.53
SO15321,"Tuesday, March 17, 2020",Distributor,USD,22,333,7,10,532.65,380.46,152.18
SO15322,"Friday, January 3, 2020",Wholesale,USD,13,330,4,9,432.85,309.18,123.67
SO15323,"Wednesday, February 5, 2020",Distributor,USD,17,130,3,4,459.93,328.52,131.41
SO15324,"Wednesday, April 22, 2020",Online,USD,8,48,14,8,412.80,294.85,117.94
SO15325,"Tuesday, March 10, 2020",Wholesale,USD,15,26,42,10,295.35,210.97,84.39
SO15326,"Thursday, March 26, 2020",Wholesale,USD,25,134,6,5,390.91,279.22,111.69
SO15327,"Thursday, April 9, 2020",Wholesale,USD,11,115,23,1,467.48,333.91,133.56
SO15328,"Monday, March 30, 2020",Wholesale,USD,15,158,33,10,369.24,263.74,105.50
SO15329,"Monday, May 4, 2020",Wholesale,USD,2,327,36,1,614.01,438.58,175.43
SO15330,"Thursday, January 2, 2020",Wholesale,USD,21,366,19,8,499.20,356.57,142.63
SO15331,"Wednesday, May 27, 2020",In-Store,USD,5,141,11,4,582.10,415.78,166.31
SO15332,"Wednesday, May 20, 2020",Distributor,USD,16,201,39,5,335.21,239.43,95.77
SO15333,"Tuesday, February 4, 2020",Distributor,USD,9,284,25,5,412.89,294.92,117.97
SO15334,"Friday, April 24, 2020",In-Store,USD,7,326,43,6,634.45,453.18,181.27
SO15335,"Sunday, January 12, 2020",Distributor,USD,7,134,25,10,202.89,144.92,57.97
SO15336,"Sunday, May 10, 2020",Distributor,USD,4,338,36,2,516.46,368.90,147.56
SO15337,"Thursday, May 21, 2020",Distributor,USD,16,359,23,5,358.53,256.09,102.44
SO15338,"Wednesday, February 26, 2020",In-Store,USD,24,207,6,4,456.66,326.19,130.47
SO15339,"Friday, February 14, 2020",Wholesale,USD,2,262,44,4,381.17,272.27,108.91
SO15340,"Tuesday, February 4, 2020",In-Store,USD,22,353,32,1,170.08,121.49,48.59
SO15341,"Thursday, May 28, 2020",In-Store,USD,16,300,26,8,456.44,326.03,130.41
SO15342,"Saturday, January 4, 2020",In-Store,USD,26,146,25,7,606.79,433.42,173.37
SO15343,"Saturday, February 1, 2020",Online,USD,22,149,4,1,227.39,162.42,64.97
SO15344,"Saturday, January 18, 2020",Online,USD,17,215,21,8,367.83,262.74,105.09
SO15345,"Sunday, April 12, 2020",In-Store,USD,23,44,40,5,278.21,198.72,79.49
SO15346,"Wednesday, January 15, 2020",Online,USD,4,81,8,8,522.71,373.37,149.35
SO15347,"Sunday, April 19, 2020",In-Store,USD,22,359,41,2,457.24,326.60,130.64
SO15348,"Friday, April 3, 2020",Online,USD,20,354,12,7,371.69,265.49,106.20
SO15349,"Saturday, February 15, 2020",In-Store,USD,15,339,13,5,315.67,225.48,90.19
SO15350,"Wednesday, January 15, 2020",Distributor,USD,5,89,29,6,388.42,277.44,110.98
SO15351,"Sunday, March 1, 2020",Online,USD,14,327,31,10,550.05,392.89,157.16
SO15352,"Sunday, May 10, 2020",Online,USD,12,204,35,5,647.71,462.65,185.06
SO15353,"Sunday, January 5, 2020",Wholesale,USD,11,155,25,1,454.51,324.65,129.86
SO15354,"Sunday, April 26, 2020",Distributor,USD,9,62,2,8,202.48,144.63,57.85
SO15355,"Sunday, January 5, 2020",Distributor,USD,9,29,46,7,541.45,386.75,154.70
SO15356,"Monday, February 10, 2020",Wholesale,USD,11,130,8,9,494.08,352.92,141.17
SO15357,"Monday, January 27, 2020",Online,USD,21,71,16,1,576.96,412.11,164.84
SO15358,"Thursday, March 19, 2020",Wholesale,USD,17,221,31,2,474.71,339.08,135.63
SO15359,"Friday, March 13, 2020",Online,USD,7,291,13,9,436.24,311.60,124.64
SO15360,"Thursday, January 9, 2020",In-Store,USD,8,154,47,6,303.46,216.76,86.70
SO15361,"Thursday, April 2, 2020",Wholesale,USD,10,230,39,4,287.85,205.61,82.24
SO15362,"Sunday, January 5, 2020",Online,USD,14,250,17,3,543.20,388.00,155.20
SO15363,"Friday, April 24, 2020",Wholesale,USD,4,249,1,8,247.53,176.81,70.72
SO15364,"Tuesday, January 7, 2020",Online,USD,12,232,33,7,443.56,316.83,126.73
SO15365,"Friday, March 13, 2020",In-Store,USD,18,232,14,6,268.87,192.05,76.82
SO15366,"Sunday, January 26, 2020",Online,USD,17,359,24,5,523.43,373.88,149.55
SO15367,"Tuesday, February 18, 2020",In-Store,USD,24,36,47,8,161.16,115.11,46.05
SO15368,"Saturday, April 4, 2020",Online,USD,24,263,29,2,262.95,187.82,75.13
SO15369,"Saturday, January 25, 2020",Online,USD,2,223,8,2,251.09,179.35,71.74
SO15370,"Sunday, January 19, 2020",Distributor,USD,5,227,12,9,376.79,269.14,107.65
SO15371,"Thursday, April 16, 2020",Distributor,USD,5,261,45,6,324.29,231.64,92.66
SO15372,"Monday, January 6, 2020",Online,USD,19,184,18,5,228.19,162.99,65.20
SO15373,"Thursday, March 12, 2020",In-Store,USD,2,230,6,5,619.71,442.65,177.06
SO15374,"Sunday, April 26, 2020",Online,USD,4,257,37,7,607.23,433.74,173.50
SO15375,"Friday, February 14, 2020",In-Store,USD,26,112,18,4,258.35,184.54,73.82
SO15376,"Tuesday, May 19, 2020",Online,USD,13,161,18,8,178.09,127.20,50.88
SO15377,"Wednesday, January 15, 2020",In-Store,USD,14,328,31,2,637.07,455.05,182.02
SO15378,"Saturday, February 22, 2020",Online,USD,25,335,47,10,578.28,413.05,165.22
SO15379,"Monday, March 9, 2020",Online,USD,2,321,27,9,401.13,286.52,114.61
SO15380,"Saturday, January 4, 2020",Distributor,USD,24,134,22,2,208.32,148.80,59.52
SO15381,"Monday, February 17, 2020",Distributor,USD,17,167,32,2,297.94,212.82,85.13
SO15382,"Thursday, February 20, 2020",Distributor,USD,13,160,21,8,462.16,330.12,132.05
SO15383,"Friday, May 1, 2020",Online,USD,24,345,1,3,267.18,190.84,76.34
SO15384,"Tuesday, February 11, 2020",Online,USD,4,194,2,2,178.26,127.33,50.93
SO15385,"Saturday, May 23, 2020",Online,USD,20,53,24,3,306.04,218.60,87.44
SO15386,"Monday, March 30, 2020",Wholesale,USD,2,29,20,9,308.34,220.24,88.10
SO15387,"Wednesday, May 6, 2020",Wholesale,USD,18,49,42,6,240.49,171.78,68.71
SO15388,"Saturday, May 30, 2020",Distributor,USD,20,308,15,2,345.05,246.46,98.59
SO15389,"Tuesday, March 24, 2020",Wholesale,USD,15,290,7,6,171.76,122.69,49.08
SO15390,"Wednesday, April 22, 2020",Wholesale,USD,24,246,16,2,239.15,170.82,68.33
SO15391,"Wednesday, April 22, 2020",In-Store,USD,18,11,47,7,486.34,347.38,138.95
SO15392,"Monday, March 9, 2020",Wholesale,USD,12,144,38,3,619.91,442.79,177.12
SO15393,"Thursday, May 14, 2020",In-Store,USD,15,244,28,8,443.24,316.60,126.64
SO15394,"Tuesday, May 5, 2020",In-Store,USD,21,258,19,7,269.80,192.71,77.09
